especie_key,tipo_especie,nombre_comun,nombre_cientifico,categoria_iucn,categoria_iucn_label,es_amenazada
159,AVES,CYANOLEUCA,NOTIOCHELIDON CYANOLEUCA,NE,No evaluada,False
160,AVES,INSEPARABLE,AGAPORNIS PERSONATA,LC,Preocupación menor,False
161,ANFIBIOS,SALAMANDRA,SALAMANDRA SALAMANDRA,VU,Vulnerable,True
162,AVES,MELANOLEUCUS,CAMPEPHILUS MELANOLEUCUS,LC,Preocupación menor,False
163,AVES,TORQUATA,CERYLE TORQUATA,LC,Preocupación menor,False
164,AVES,ALBITARSUS,CICCABA ALBITARSUS (BONAPARTE),LC,Preocupación menor,False
165,MAMIFEROS,GRANATENSIS QUINDIANUS,SCIURUS GRANATENSIS QUINDIANUS (J.A. ALLEN),LC,Preocupación menor,False
166,AVES,FASCIATA ALBILINEA,COLUMBA FASCIATA ALBILINEA BONAPARTE,NE,No evaluada,False
167,ESPECIMENES,BABILLA DISECADA,CAIMA COCODRILUS,NE,No evaluada,False
168,ESPECIMENES,DANTA,TAPIRUS TERRESTRIS,VU,Vulnerable,True
169,ESPECIMENES,TIGRILLO (PIEL),FELIX PARDALIS,NE,No evaluada,False
170,ESPECIMENES,VENADO (PIEL),MAZAMA RUFINA,VU,Vulnerable,True
171,AVES,AVESTRUZ,STRUTHIO CAMELIUS,LC,Preocupación menor,False
172,AVES,RUBINUS,PYROCEPHALUS RUBINUS,LC,Preocupación menor,False
173,ESPECIMENES,LEON,PANTHERA LEO,VU,Vulnerable,True
174,MAMIFEROS,TIGRILLO (PIEL),LEOPARDUS PARDALIS,LC,Preocupación menor,False
175,AVES,BRISSONII,CYANOCOMPSA BRISSONII,LC,Preocupación menor,False
176,AVES,PERUVIANA,RUPICOLA PERUVIANA,LC,Preocupación menor,False
177,AVES,CORCOMORAN NEOTROPICAL,PHALACROCORAX BRASILIANUS,LC,Preocupación menor,False
178,AVES,VERMICULATUS,OTUS (VERMICULATUS?),NE,No evaluada,False
179,AVES,PUNCTIGULA,CHRYSOPTILUS PUNCTIGULA,NE,No evaluada,False
180,REPTILES,GALERITUS,BASILISCUS GALERITUS,LC,Preocupación menor,False
181,MAMIFEROS,TAMARINO GEOFFROYI,SAGUINUS GEOFFROYI,NT,Casi amenazada,False
182,AVES,SUIRIRI CARIBLANCO,DENDROCYGNA VIUDATA,LC,Preocupación menor,False
183,REPTILES,SERPIENTE,IMANTODES CENCHOA,LC,Preocupación menor,False
184,ESPECIMENES,CONCHAS DE CARACOL,HELIX ASPERSA,NE,No evaluada,False
185,MOLUSCOS,CARACOL COMUN DE JARDIN,HELIX ASPERSA,NE,No evaluada,False
186,PRODUCTOS,IGUANA (HUEVOS),IGUANA IGUANA,LC,Preocupación menor,False
187,AVES,CINNAMOMEA,PYRRHOMYIAS CINNAMOMEA,LC,Preocupación menor,False
188,ESPECIMENES,AGUILA,PANDION ALIAETUS,NE,No evaluada,False
189,AVES,PLATYPTERUS,BUTEO PLATYPTERUS,LC,Preocupación menor,False
190,MAMIFEROS,GUAGUA LOBA,DINOMYS BRANICKII,LC,Preocupación menor,False
191,AVES,IBIS NEGRO,MESEMBRINISBIS CAYANNENSIS,NE,No evaluada,False
192,AVES,PRINCEPS,LEUCOPTERNIS PRINCEPS,LC,Preocupación menor,False
193,ESPECIMENES,PICO DE TUCAN,RAMPHASTOS SP,NE,No evaluada,False
194,AVES,TALPACOTI,COLUMBINA TALPACOTI,LC,Preocupación menor,False
195,AVES,ZONARIS,STREPTOPROCNE ZONARIS,LC,Preocupación menor,False
196,REPTILES,OJO DE GATO,LEPTODEIRA SEPTENTRIONALI,LC,Preocupación menor,False
197,AVES,ALCARAVAN,BURHINUS BISTRATUS,LC,Preocupación menor,False
198,AVES,HALIAETUS,PANDION HALIAETUS,LC,Preocupación menor,False
199,AVES,HALCON APLOMADO,FALCO FEMORALIS,LC,Preocupación menor,False
200,AVES,CARACARA,CARACARA PLANCUS,LC,Preocupación menor,False
201,MAMIFEROS,THOUS SUBSP.,CERDOCYON THOUS SUBSP.,LC,Preocupación menor,False
202,REPTILES,HICOTEA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
203,ARACNIDOS,ARAÑA TIGRE,ARAGIOPE BRUENNICHI,NE,No evaluada,False
204,MAMIFEROS,CONEJO SILVESTRE,SYLVILAGUS BRASILIENSIS,EN,En peligro,True
205,REPTILES,SCHLEGELLII,BOTHROPS SCHLEGELLII,NE,No evaluada,False
206,AVES,ARTHUS,TANGARA ARTHUS,LC,Preocupación menor,False
207,AVES,GUARAUNA,ARAMUS GUARAUNA,LC,Preocupación menor,False
208,ESPECIMENES,TORTUGA HICOTEA,TRACHEMYS SCRIPTA,LC,Preocupación menor,False
209,REPTILES,CAZADORA VERDE,LEPTOPHIS AHAETULLA,LC,Preocupación menor,False
210,AVES,VIRGATA,CICCABA VIRGATA,LC,Preocupación menor,False
211,AVES,FRANCIAE,AMAZILIA FRANCIAE,LC,Preocupación menor,False
212,ANFIBIOS,DESCONOCIDO,BOLITOGLOSSA SP.,NE,No evaluada,False
213,AVES,PATO DE TORRENTE,MARGANETTA ARMATA,NE,No evaluada,False
214,AVES,GUACAMAYA VERDE,ARA MILITARIS,VU,Vulnerable,True
215,MAMIFEROS,MARTEJA,AOTUS TRIVIGATUS,LC,Preocupación menor,False
216,AVES,GOUDOTII,CHAMAEPETES GOUDOTII,LC,Preocupación menor,False
217,AVES,CURRUCUTU,MEGASCOPS CHOLIBA,LC,Preocupación menor,False
218,MAMIFEROS,SP. (FRENATA O FELIPEI),MUSTELA SP. (FRENATA O FELIPEI),NE,No evaluada,False
219,ARTROPODOS,ARTROPODOS,PHYLLIUM SP,NE,No evaluada,False
220,AVES,TUMULTUOSUS SENILOIDES,PIONUS TUMULTUOSUS SENILOIDES (MASSENA & SOUANCÉ),LC,Preocupación menor,False
221,ANFIBIOS,AUREOGUTTATUM,HYALINOBATRACHIUM AUREOGUTTATUM,LC,Preocupación menor,False
222,AVES,ABURRI,ABURRIA ABURRI,LC,Preocupación menor,False
223,ESPECIMENES,YAGUARONDI,YAFUARONDI,NE,No evaluada,False
224,REPTILES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,NE,No evaluada,False
225,AVES,BRACHYURA,CHAETURA BRACHYURA,LC,Preocupación menor,False
226,MAMIFEROS,FULIGINOSA CANDELENSIS,DASYPROCTA FULIGINOSA CANDELENSIS J.A. ALLEN,LC,Preocupación menor,False
227,REPTILES,CARINATUS,CHIRONIUS CARINATUS,LC,Preocupación menor,False
228,AVES,PAUJIL,CRAX TORMENTOSA,NE,No evaluada,False
229,MAMIFEROS,AEMADILLO ZAPILOTE O COLA DESNUDA,CABASSOUS INICINTUS,NE,No evaluada,False
230,AVES,ANI,CROTOPHAGA ANI,LC,Preocupación menor,False
231,AVES,AMERICANUS,COCCYZUS AMERICANUS,LC,Preocupación menor,False
232,ESPECIMENES,JAGUAR,PANTHERA ONCA,NT,Casi amenazada,False
233,AVES,MELANOLEUCOS MALHERBII,CAMPEPHILUS MELANOLEUCOS MALHERBII (G.R. GRAY),LC,Preocupación menor,False
234,REPTILES,DESCONOCIDO,PORTHIDIUM NASUTUM,LC,Preocupación menor,False
235,REPTILES,BODDAERTHI,MASTIGODRYAS BODDAERTHI,LC,Preocupación menor,False
236,CRUSTACEOS,AEGLAE SP,CANGREJO,NE,No evaluada,False
237,AVES,NYCTICORAX,NYCTICORAX NYCTICORAX,LC,Preocupación menor,False
238,MAMIFEROS,MONO ARAÑA,ATELES HYBRIDUS,CR,En peligro crítico,True
239,ESPECIMENES,ARDILLA,SCIURUS GRANATENSIS,LC,Preocupación menor,False
240,AVES,PAVA,ORTALIS MOTMOT,LC,Preocupación menor,False
241,MOLUSCOS,CARACOL ROMANO,HELIX POMATIA,LC,Preocupación menor,False
242,MAMIFEROS,PUERCO ESPIN,ATELERIX ALBIVENTRIS,LC,Preocupación menor,False
243,REPTILES,MIPARTITUS,MICRURUS MIPARTITUS,LC,Preocupación menor,False
244,AVES,CARPINTERO REAL,COLOPTES MELANOCHLOROS,NE,No evaluada,False
245,ARACNIDOS,ARAÑA DE JARDIN O TIGRE,ARANEUS DIADEMATOS,NE,No evaluada,False
246,MAMIFEROS,MURCIELAGO,CHIROPTERA SP.,NE,No evaluada,False
247,AVES,SENILIS,MYORNIS SENILIS (LA FRESNAYE),LC,Preocupación menor,False
248,MAMIFEROS,ZORRO CANGREJERO,CERDOCYON THOUS,LC,Preocupación menor,False
249,AVES,GARCITA AZULADA O RAYADA,BUTERIDES STRIATA,NE,No evaluada,False
250,AVES,CRISTATER,ICTERUS CRISTATER,NE,No evaluada,False
251,AVES,COCOI,ARDEA COCOI,LC,Preocupación menor,False
252,AVES,AÍBICOLLIS,SALTATOR AÍBICOLLIS,NE,No evaluada,False
253,AVES,PALOMA COLLAREJA,STREPTOPELIA DECAOCTO,LC,Preocupación menor,False
254,AVES,GUACAMAYA VERDE LIMON,ARA AMBIGUA,CR,En peligro crítico,True
255,AVES,COTORRA LLANERA COTORRA PECHIBLANCA,PIONITES MELANOCEPHALA,LC,Preocupación menor,False
256,AVES,DIMIDIATUS,RAMPHOCELUS DIMIDIATUS,LC,Preocupación menor,False
257,AVES,ICTERONOTUS,RAMPHOCELUS ICTERONOTUS,NE,No evaluada,False
258,AVES,TANGARA DE PALMERA,THRAUPIS PALMARUM,LC,Preocupación menor,False
259,AVES,FLAVA,PIRANGA FLAVA,LC,Preocupación menor,False
260,REPTILES,BOS CONSTRICTOR,BOA CONSTRICTOR,LC,Preocupación menor,False
261,ESPECIMENES,CHIGUIRO,HIDROCHAERIS HIDROCHAERIS,NE,No evaluada,False
262,ESPECIMENES,JAGUAR,PANTHERA LEO,VU,Vulnerable,True
263,MAMIFEROS,MONO ARAÑA,ATELES FUSCICEPS,EN,En peligro,True
264,AVES,ARMATA,MERGANETTA ARMATA,LC,Preocupación menor,False
265,AVES,ALBOGULARIS ALBOGULARIS,OTUS ALBOGULARIS ALBOGULARIS (CASSIN),LC,Preocupación menor,False
266,AVES,INFUSCATUS,PHIMOSUS INFUSCATUS,LC,Preocupación menor,False
267,MOLUSCOS,CARACOL,MEGALONULIM OBLONGUS,NE,No evaluada,False
268,AVES,AMAZONA FESTIVA,AMAZONA FESTIVA,LC,Preocupación menor,False
269,MAMIFEROS,TAMANDUA,TAMANDUA MEXICANA,LC,Preocupación menor,False
270,AVES,GARCETA AZUL,AGRETTA CAERULES,NE,No evaluada,False
271,REPTILES,PITON REAL,PYTHON REGIUS,NT,Casi amenazada,False
272,MAMIFEROS,DESCONOCIDO,MARMOSA SP.,NE,No evaluada,False
273,AVES,COLIBRI COLIMORADO,AMAZILIA VIRIDIGASTER,LC,Preocupación menor,False
274,REPTILES,TARICAYA,PODOCNEMYS UNIFILIS,NE,No evaluada,False
275,AVES,PICO GORDO LONCHURA,LONCHURA ATRICAPILLA,LC,Preocupación menor,False
276,REPTILES,MATAGANADO,TANTILLA LONGIFRONTALIS,LC,Preocupación menor,False
277,AVES,HERODIAS,ARDEA HERODIAS,LC,Preocupación menor,False
278,MAMIFEROS,TITI COBRIZO,CALLICEBUS CUPREUS,NE,No evaluada,False
279,AVES,GUACHARACA,ORTALIS MOTMOT,LC,Preocupación menor,False
280,ESPECIMENES,PUMA,PUMA CONCOLOR,LC,Preocupación menor,False
281,MAMIFEROS,ARMADILLO COLA DE TRAPO,CABASSOUS CENTRALIS,DD,Datos insuficientes,False
282,AVES,CARPINTERO DE NUTAL,PICOIDES NUTTALLI,LC,Preocupación menor,False
283,ESPECIMENES,TAMANDUA,TAMANDUA MEXICANA,LC,Preocupación menor,False
284,ANFIBIOS,RANA VENENOSA DEL CAUCA,RANITOMEYA BOMBETES,VU,Vulnerable,True
285,REPTILES,DESCONOCIDO,ANOLIS,NE,No evaluada,False
286,REPTILES,CORREDORA,MASTIGODRYAS MELANOLOMUS,LC,Preocupación menor,False
287,AVES,PATO REAL,CAIRINA MOSCHATA,LC,Preocupación menor,False
288,AVES,PRASINUS,AULACORHYNCHUS PRASINUS,LC,Preocupación menor,False
289,REPTILES,NEBULATA,SIBON NEBULATA,LC,Preocupación menor,False
290,AVES,THULA,EGRETA THULA,NE,No evaluada,False
291,AVES,CIRIRI,COMPTODTOMA OBSOLETUM,NE,No evaluada,False
292,AVES,BONARIENSIS,MOLOTHRUS BONARIENSIS,LC,Preocupación menor,False
293,MAMIFEROS,DISCOLOR,PHYLLOSTOMUS DISCOLOR,LC,Preocupación menor,False
294,REPTILES,DESCONOCIDO,BASILISCUS SP.,NE,No evaluada,False
295,AVES,CAYANA,PIAYA CAYANA,LC,Preocupación menor,False
296,AVES,AVES,XENERPESTES MINLOSI,LC,Preocupación menor,False
297,AVES,GAVILAN CARACOLERO,ROSTRHAMUS SOCIABILIS,LC,Preocupación menor,False
298,MAMIFEROS,MOLOSSUS,MOLOSSUS MOLOSSUS,LC,Preocupación menor,False
299,REPTILES,TORTUGA NARIZONA,RHINOCLEMYS NASUTA,NE,No evaluada,False
300,ESPECIMENES,CORAL MATA GANADO,TANTILLA LONGIFRONTALIS,LC,Preocupación menor,False
301,ESPECIMENES,CAZADORA,ERYTHROLAMPRUS BIZONUS,LC,Preocupación menor,False
302,ESPECIMENES,EQUIX VERRUGOSA,LACHESIS ACROCHARTA,LC,Preocupación menor,False
303,ESPECIMENES,CAZADORA,CHERONIUS GRANDISQUAMIS,NE,No evaluada,False
304,ESPECIMENES,CAZADORA,SIBON NEBULATA,LC,Preocupación menor,False
305,ESPECIMENES,RABO DE AJI,MICRURUS MIPARTITUS,LC,Preocupación menor,False
306,ESPECIMENES,ZARIGÜEYA,MARMOSOPS SP.,NE,No evaluada,False
307,ESPECIMENES,ESCORPION,ESCORPION,NE,No evaluada,False
308,ESPECIMENES,SERPIENTE,DENDROPHIDION BIVITTATUS,LC,Preocupación menor,False
309,AVES,BIEN PARAO,NYCTIBIUS AETHEREUS,LC,Preocupación menor,False
310,AVES,POLLUELA PIQUIROJA,NEOCREX ERYTHROPS,LC,Preocupación menor,False
311,AVES,COLUMBINA MENUDA,COLUMBINA MINUTA,LC,Preocupación menor,False
312,AVES,DESCONOCIDO,VIREO   SP.,NE,No evaluada,False
313,REPTILES,MORROCOY,CHELONOIDES DENTICULATA,NE,No evaluada,False
314,MAMIFEROS,DESCONOCIDO,MOLOSSUS SP,NE,No evaluada,False
315,CRUSTACEOS,LANGOSTA,CHERAX QUADRICARINATUS,LC,Preocupación menor,False
316,REPTILES,MABOUYA,MABUYA MABOUYA,CR,En peligro crítico,True
317,AVES,PEREGRINUS,FALCO PEREGRINUS,LC,Preocupación menor,False
318,REPTILES,TORTUGA DE RIO,PODOCNEMIS LEWYANA,CR,En peligro crítico,True
319,MAMIFEROS,MONO CACHUDO,SAPAJUS APELLA,LC,Preocupación menor,False
320,MAMIFEROS,MAPACHE,PROCYON CANCRIVORUS,LC,Preocupación menor,False
321,REPTILES,DESCONOCIDO,DIPSAS SP.,NE,No evaluada,False
322,REPTILES,CORREDORA NUQUINEGRA,DENDROPHIDION NECHALE,LC,Preocupación menor,False
323,ANFIBIOS,HISTRIONICUS,DENDROBATES HISTRIONICUS,CR,En peligro crítico,True
324,AVES,FLAVINUCHA,ANISOGNATHUS FLAVINUCHA,LC,Preocupación menor,False
325,AVES,GORRION,FRINGILLIDAE,NE,No evaluada,False
326,REPTILES,TORTUGA,KINOSTERNUM LEUCOSTONUM,NE,No evaluada,False
327,AVES,GONZALITO,ICTERUS NIGROGULARIS,LC,Preocupación menor,False
328,CRUSTACEOS,CANGREJO,FREDIUS,NE,No evaluada,False
329,AVES,CARPINTERO,MELANERPES SP,NE,No evaluada,False
330,AVES,ARDEA ALBA,GARZA BLANCA,NE,No evaluada,False
331,MAMIFEROS,TITI PIGMEO,CEBUELLA PYGMAEA,VU,Vulnerable,True
332,AVES,CYANICOLLIS,TANGARA CYANICOLLIS,LC,Preocupación menor,False
333,MAMIFEROS,BARBARA,EIRA BARBARA,LC,Preocupación menor,False
334,AVES,GYROLA,TANGARA GYROLA,LC,Preocupación menor,False
335,ESPECIMENES,VENADO,MAZAMA AMERICANA,DD,Datos insuficientes,False
336,AVES,SALTARÍN,LEPIDOTHRIX CORONATA,LC,Preocupación menor,False
337,AVES,CARRIQUI PECHIBLANCO,CYANOCORAX AFFINIS,LC,Preocupación menor,False
338,AVES,FLAMMIGERUS,RAMPHOCELUS FLAMMIGERUS,LC,Preocupación menor,False
339,ESPECIMENES,VENADO COLIBLANCA,ODOCOILEUS VIRGINIANUS,LC,Preocupación menor,False
340,AVES,PALOMA,COLUMBA LIVIA,LC,Preocupación menor,False
341,REPTILES,TAPACULO,KINOSTERNON SCORPIOIDES,NE,No evaluada,False
342,MAMIFEROS,OLINGUITO,BASSARICYON SP.,NE,No evaluada,False
343,ESPECIMENES,TORTUGA BOBA,CARETTA CARETTA,VU,Vulnerable,True
344,REPTILES,BOA ARCOIRIS,EPICRATES MAURUS,LC,Preocupación menor,False
345,AVES,GAVILAN,BUTEO BRACHYURUS,LC,Preocupación menor,False
346,AVES,SPARVERIUS CAUCAE,FALCO SPARVERIUS CAUCAE CHAPMAN,LC,Preocupación menor,False
347,AVES,AFFINIS,VENILIORNIS AFFINIS,LC,Preocupación menor,False
348,REPTILES,TORTUGA HICOTEA,TRACHEMYS VENUSTA,NE,No evaluada,False
349,AVES,CORRUSCANS,COLIBRI CORRUSCANS,LC,Preocupación menor,False
350,MAMIFEROS,SP. (MARSUPIALIS O ALVIVENTRIS),DIDELPHIS SP. (MARSUPIALIS O ALVIVENTRIS),NE,No evaluada,False
351,AVES,CASANGA CARIROSADA,PIONOPSITA PULCHRA,NE,No evaluada,False
352,REPTILES,CAZADORA,SPILOTES PULLATUS,LC,Preocupación menor,False
353,ESPECIMENES,CAPARAZON,DASYPUS NOVEMCINCTUS,LC,Preocupación menor,False
354,MAMIFEROS,TAJACU,TAYASSU TAJACU LINNAEUS,NE,No evaluada,False
355,ARTROPODOS,LANGOSTA DE RIO,MACROBRACHIUM CARCINUS,LC,Preocupación menor,False
356,REPTILES,TORTUGA OREJI ROJA,TRACHEMYS ELEGANS,NE,No evaluada,False
357,REPTILES,TORTUGA MATA MATA,CHELUS FIMBRIATUS,NE,No evaluada,False
358,AVES,RUFUS,PACHYRAMPHUS RUFUS,LC,Preocupación menor,False
359,AVES,ALBIGULA,BUTEO ALBIGULA PHILIPPI,LC,Preocupación menor,False
360,AVES,LECHUZA,NYCTIBIUS GRANDIS,LC,Preocupación menor,False
361,MAMIFEROS,FRENATA AFFINIS,MUSTELA FRENATA AFFINIS L.E. GRAY,LC,Preocupación menor,False
362,REPTILES,SERPIENTE,MASTIGODRYAS BODDAERTI,LC,Preocupación menor,False
363,AVES,GARZA,ARDEA ALBA,LC,Preocupación menor,False
364,MAMIFEROS,MARTEJA,AOTUS SP,NE,No evaluada,False
365,MAMIFEROS,CAPARAZON ARMADILLO,DASYPUS NOVEMCINCTUS,LC,Preocupación menor,False
366,AVES,GAVILAN,FALCO RUFIGULARIS,LC,Preocupación menor,False
367,AVES,TUCAN,PTEROGLOSUS TORQUARUS,NE,No evaluada,False
368,REPTILES,TORTUGA,KINOSTERNON DUNNI,VU,Vulnerable,True
369,AVES,STRIATUS VENTRALIS,ACCIPITER STRIATUS VENTRALIS P.L. SCLATER,LC,Preocupación menor,False
370,ANFIBIOS,SAPO,RHINELA MARINA,NE,No evaluada,False
371,AVES,AGUILA ISIDORI,SPIZAETUS ISIDORI,EN,En peligro,True
372,REPTILES,TORTUGA TAPACULO,KINOSTERNON SCORPIOIDES,NE,No evaluada,False
373,REPTILES,TAPACULO,KINOSTERNON LEUCOSTOMUS,NE,No evaluada,False
374,AVES,CHAVARRÍA,CHAUNA CHAVARIA,LC,Preocupación menor,False
375,REPTILES,TORTUGA TAPACULO,KINOSTERNON DUNNI,VU,Vulnerable,True
376,MAMIFEROS,MONO NOCTURNO,AOTUS SP,NE,No evaluada,False
377,AVES,FORMICIVORUS,MELANERPES FORMICIVORUS,LC,Preocupación menor,False
378,REPTILES,TOCHE VOLADORA,SPILOTES PULLATUS,LC,Preocupación menor,False
379,AVES,LOROS CASCABELITOS,FORPUS CONSPICILLATUS,LC,Preocupación menor,False
380,AVES,MAJOR,TARABA MAJOR,LC,Preocupación menor,False
381,MAMIFEROS,RATA COMÚN,RATTUS RATTUS,LC,Preocupación menor,False
382,FAUNA ACUATICA,CORAL DE FUEGO,MILLEPORA SP.,NE,No evaluada,False
383,FAUNA ACUATICA,CORAL ROSA,MANICINA AREOLATA,LC,Preocupación menor,False
384,FAUNA ACUATICA,CORAL CACTUS,HELIOSERIS CUCULLATA,CR,En peligro crítico,True
385,FAUNA ACUATICA,CORAL,AGARICIA SPP.,NE,No evaluada,False
386,FAUNA ACUATICA,CORAL DE CEREBRO,COLPOPHYLLIA NATANS,VU,Vulnerable,True
387,ESPECIMENES,GARRAS DE FELINO,NO DETERMINADA,NE,No evaluada,False
388,ESPECIMENES,CAPARAZÓN TORTUGA,CHELONIA MYDAS,EN,En peligro,True
389,MAMIFEROS,VENADO,MAZAMA AMERICANA,DD,Datos insuficientes,False
390,AVES,GARZA REAL,ARDEA CINEREA,LC,Preocupación menor,False
391,MAMIFEROS,RUFESCENS,ECHINOPROCTA RUFESCENS J.E. GRAY,LC,Preocupación menor,False
