especie_key,tipo_especie,nombre_comun,nombre_cientifico,categoria_iucn,categoria_iucn_label,es_amenazada
630,AVES,GARRAPATERO,MILVAGO CHIMACHIMA,NE,No evaluada,False
631,MAMIFEROS,HURON,MUSTELA PUTORIUS FURO,NE,No evaluada,False
632,REPTILES,FALSA CORAL,ERYTHROLAMPRUS EPINEPHELUS,NE,No evaluada,False
633,AVES,CORMORAN,PHALACROCORAX BRASILIANUS,NE,No evaluada,False
634,AVES,VENCEJO,STREPTOPROCNE ZONARIS,NE,No evaluada,False
635,MAMIFEROS,ZORRO PERRUNO,CERDOCYON THOUS,NE,No evaluada,False
636,MAMIFEROS,PUERCO ESPIN,COENDOU RUFESCENS,NE,No evaluada,False
637,MAMIFEROS,TITI CABEZA DE ALGODON,SAGUINUS OEDIPUS,NE,No evaluada,False
638,AVES,PERICO CARISUCIO,EUPSITTULA PERTINAX,NE,No evaluada,False
639,AVES,COTORRA CABECIAZUL,PIONUS MENSTRUUS RUBRIGULARES,NE,No evaluada,False
640,AVES,LORA REAL,AMAZONA FARINOSA,NE,No evaluada,False
641,REPTILES,TORTUGA MORROCOY,CHELONOIDIS,NE,No evaluada,False
642,AVES,PERICO FRENTIROJO,PSITTACARA WAGLERI,NE,No evaluada,False
643,AVES,AZULEJO PALMERO,THRAUPIS PALMARUM,NE,No evaluada,False
644,REPTILES,CORAL VERDADERA,MICRURUS MIPARTITUS,NE,No evaluada,False
645,MAMIFEROS,TINGUA,PORPHYRIO MARTINICA,NE,No evaluada,False
646,REPTILES,SERPIENTE OJO DE GATO,IMANTODES CENCHOA,NE,No evaluada,False
647,AVES,ESMEREJON,FALCO COLUMBARIUS,NE,No evaluada,False
648,REPTILES,SERPIENTE RAYUELA,DENDROPHIDION BIVITTATUS,NE,No evaluada,False
649,AVES,VENCEJO,PYGOCHELIDON CYANOLEUCA,NE,No evaluada,False
650,AVES,GAVILAN DE SWANSONI,BUTEO SWAINSONI,NE,No evaluada,False
651,AVES,ATRAPAMOSCAS,PYROCEPHALUS RUBINUS,NE,No evaluada,False
652,MAMIFEROS,PERRO MONTE,POTOS FLAVUS,NE,No evaluada,False
653,MAMIFEROS,NUTRIA DE RIO,LONTRA LONGICAUDIS,NE,No evaluada,False
654,AVES,GARRAPATERO,CROTOPHAGA ANI,NE,No evaluada,False
655,MAMIFEROS,MONO CORNUDO,SAPAJUS APELLA,NE,No evaluada,False
656,AVES,GARZA BUEYERA,BUBULCUS IBIS,NE,No evaluada,False
657,REPTILES,TORTUGA MORROCOY,CHELONOIDIS DENTICULATA,NE,No evaluada,False
658,REPTILES,TORTUGA ESTUCHE,KINOSTERNON DUNNI,NE,No evaluada,False
659,REPTILES,TORTUGA MORDEDORA,CHELYDRA ACUTIROSTRIS,NE,No evaluada,False
660,AVES,MARTIN PESCADOR,MEGACERYLE TORQUATA,NE,No evaluada,False
661,REPTILES,CAZADORA CARACOLERA,DIPSAS SANCTIJOANNIS,NE,No evaluada,False
662,REPTILES,TORTUGA MORROCOY,CHELONODIS CARBONARIA,NE,No evaluada,False
663,MAMIFEROS,TAIRA,EIRA BARBARA,NE,No evaluada,False
664,AVES,ARROYERA DE COLA NEGRA,DRYMARCHON MELANURUS,NE,No evaluada,False
665,AVES,PISINGO,DENDROCYGNA AUTUMNALIS,NE,No evaluada,False
666,REPTILES,TORTUGA TAPACULO,KINOSTERNON LEUCOSTOMUN,NE,No evaluada,False
667,AVES,PAVA MARAQUERA,CHAMAEPETES GOUDOTII,NE,No evaluada,False
668,AVES,TINGUA,PORPHYRIO MARTINICA,NE,No evaluada,False
669,AVES,ALCARAVAN,VANELLUS CHILENSIS,NE,No evaluada,False
670,AVES,MIRLA COMUN,TURDUS IGNOBILIS,NE,No evaluada,False
671,AVES,CHILACOA,ARAMIDES CAJANEUS,NE,No evaluada,False
672,MAMIFEROS,HORMIGUERO,TAMANDUA MEXICANA,NE,No evaluada,False
673,REPTILES,CULEBRA PERICO VERDE,LEPTOPHIS AHAETULLA,NE,No evaluada,False
674,AVES,COCLI,THERISTICUS CAUDATUS,NE,No evaluada,False
675,MAMIFEROS,ZORRO,CERDOCYON THOUS,NE,No evaluada,False
676,AVES,TORCASA,ZENAIDA AURICULATA,NE,No evaluada,False
677,REPTILES,FALSA CORAL,OXYRHOPUS PETOLARIUS,NE,No evaluada,False
678,AVES,CARPINTERO,MELANERPES FORMICIVORUS,NE,No evaluada,False
679,REPTILES,TORTUGA TAPA CULO,KINOSTERNON LEUCOSTOMUM,NE,No evaluada,False
680,AVES,BUHO,MEGASCOPS CHOLIBA,NE,No evaluada,False
681,AVES,IBIS COQUITO,PHIMOSUS INFUSCATUS,NE,No evaluada,False
682,MAMIFEROS,ERIZO AFRICANO,ATELERIX ALBIVENTRIS,NE,No evaluada,False
683,AVES,POLLA AZUL,PORPHYRIO MARTINICUS,NE,No evaluada,False
684,AVES,HALCON MURCIELAGUERO,FALCO RUFIGULARIS,NE,No evaluada,False
685,REPTILES,TORTUGA MORROCOY,CHELONOIDES CARBONARIA,NE,No evaluada,False
686,AVES,GUACHARO,STEATORNIS CARIPENSIS,NE,No evaluada,False
687,AVES,GUACAMAYA ALAS VERDES,ARA CHLOROPTERUS,NE,No evaluada,False
688,AVES,GAVILAN DE ALAS ANCHAS,BUTEO PLATYPTERUS,NE,No evaluada,False
689,REPTILES,TORTUGA MORROCOY,CHELONOIDES DENTRICULATA,NE,No evaluada,False
690,AVES,GUACAMAYA AZUL-AMARILLA,ARA ARARAUNA,NE,No evaluada,False
691,AVES,TUCANETA ESMERALDA,AULACORHYNCHUS HAEMATOPYGUS,NE,No evaluada,False
692,REPTILES,CAZADORA TROPICAL,MASTIGODRYAS DANIELI,NE,No evaluada,False
693,MAMIFEROS,ZARIGÜEYA,DIDEPLPHIS MARSUPIALIS,NE,No evaluada,False
694,AVES,LORA FRENTE AMARILLA,AMAZONA OCHROCEPHALA,NE,No evaluada,False
695,AVES,LORA CABECI AZUL,PIONUS MENSTRUUS,NE,No evaluada,False
696,AVES,BUHO DE ANTEOJOS,PULSATRIX PERSPICILATA,NE,No evaluada,False
697,REPTILES,TORTUGA HICOTEA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
698,REPTILES,LORA FRENTE AMARILLA,AMAZONA OCHROCEPHALA,NE,No evaluada,False
699,AVES,TORCASA,COLUMBINA TALPACOTI,NE,No evaluada,False
700,AVES,AVESTRUZ,STRUTHIO CAMELUS,NE,No evaluada,False
701,MAMIFEROS,CHIGUIRO,HYDROCHAERIS HYDROCHAERIS,NE,No evaluada,False
702,AVES,DIAMANTE BABERO,POEPHILA ACUTICAUDA,NE,No evaluada,False
703,AVES,GUACAMAYA AZUL,ARA ARARAUNA,NE,No evaluada,False
704,MAMIFEROS,PEREZOZO DE 2 DEDOS,CHOLOEPUS HOFFMANNI,NE,No evaluada,False
705,MAMIFEROS,ARMADILLO,DASYPUS NOMENCICTUS,NE,No evaluada,False
706,AVES,REINITA,COEREBA FLAVEOLA,NE,No evaluada,False
707,AVES,COLIBRI,AMAZILITA TZACATL,NE,No evaluada,False
708,REPTILES,TROTUGA ICOTEA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
709,AVES,MIRLA,TURDUS IGNOBILIS,NE,No evaluada,False
710,REPTILES,VIVORA DE SANGRE,CLELIA CLELIA,NE,No evaluada,False
711,AVES,CHOTACABRAS,NYCTIDROMUS ALBICOLLIS,NE,No evaluada,False
712,DESCONOCIDO,DESCONOCIDO,PENDIENTE,NE,No evaluada,False
713,REPTILES,TALLA EQUIS,BOTHROPS PUNCTATUS,NE,No evaluada,False
714,REPTILES,TALLA EQUIS,BOTHROPS ASPER,NE,No evaluada,False
715,REPTILES,TORTUGA CHARAPA,PODOCNEMIS UNIFIIIS,NE,No evaluada,False
716,REPTILES,GECKO,EUBLEPHARIS MACULARIUS,NE,No evaluada,False
717,AVES,IGUAZA,DENDROCYGNA AUTUMNALIS,NE,No evaluada,False
718,MAMIFEROS,AULLADOR,ALOUATTA SENICULUS,NE,No evaluada,False
719,MAMIFEROS,VENADO COLORADO,MAZAMA RUFINA,NE,No evaluada,False
720,AVES,COTORRA FRENTIROJA,PSITTACARA WAGLERI,NE,No evaluada,False
721,REPTILES,CASCABEL,CROTALUS DURISSUS,NE,No evaluada,False
722,REPTILES,CULEBRA LORA,CHIRONIUS MONTICOLA,NE,No evaluada,False
723,AVES,LORITO DE FUERTE,HAPALOPSITTACA FUERTESI,NE,No evaluada,False
724,MAMIFEROS,TIGRILLO,LEOPARDUS WIEDII,NE,No evaluada,False
725,REPTILES,TORTUGA TAPACULO,KINOSRTERNON LAUCOSTOMUN,NE,No evaluada,False
726,AVES,GAVILAN GARRAPATERO,MILVAGO CHIMACHIMA,NE,No evaluada,False
727,REPTILES,CAZADORA VERDE,CHIRONIUS MONTICOLA,NE,No evaluada,False
728,AVES,CHAMON,MOLOTHRUS ORYZIVORUS,NE,No evaluada,False
729,AVES,JILGUERO,SPINUS SPINESCENS,NE,No evaluada,False
730,AVES,TANGARA,TANGARA VITRIOLINA,NE,No evaluada,False
731,AVES,BUHO E ANTEOJOS,PULSATRIX PERSPICILLATA,NE,No evaluada,False
732,REPTILES,ONCILLA,LEOPARDUS TIGRINUS,NE,No evaluada,False
733,REPTILES,ANOLIS,ANOLIS FRASERI,NE,No evaluada,False
734,AVES,BICHIFUE,PITANGUS SULPHURATUS,NE,No evaluada,False
735,AVES,BIENPARADO,NYCTIBIUS GRISEUS,NE,No evaluada,False
736,AVES,PASSERIFORME,PENDIENTE,NE,No evaluada,False
737,AVES,VERDILLO,PACHYSYLVIA SEMIBRUNNEA,NE,No evaluada,False
738,AVES,GARZA,BUBULCUS IBIS,NE,No evaluada,False
739,AVES,PERICO HUILENSE,BROTOGERIS JUGULARIS,NE,No evaluada,False
740,MAMIFEROS,IGUANA,IGUANA IGUANA,NE,No evaluada,False
741,REPTILES,PERRO MONTE,POTOS FLAVUS,NE,No evaluada,False
742,AVES,TORTUGA TAPACULO,KINOSTERNON LEUCOSTOMUM,NE,No evaluada,False
743,AVES,NUTRIA DE RIO,LONTRA LONGICAUDIS,NE,No evaluada,False
744,MAMIFEROS,GARRAPATERO,CROTOPHAGA ANI,NE,No evaluada,False
745,AVES,ZARIGÜEYA,DIDELPHIS MARSUPIALIS,NE,No evaluada,False
746,MAMIFEROS,TÓRTOLA,ZENAIDA AURICULATA,NE,No evaluada,False
747,REPTILES,GARZA BUEYERA,BUBULCUS IBIS,NE,No evaluada,False
748,AVES,PEREZOSO 2 DEDOS,CHOLOEPUS HOFFMANNI,NE,No evaluada,False
749,REPTILES,BICHOFUE,PITANGUS SULPHURATUS,NE,No evaluada,False
750,MAMIFEROS,BOA,BOA CONSTRICTOR,NE,No evaluada,False
751,AVES,TORTUGA ESTUCHE,KINOSTERNON DUNNI,NE,No evaluada,False
752,MAMIFEROS,COTORRA CABECIAZUL,PIONUS MENSTRUUS RUBRIGULARIS,NE,No evaluada,False
753,AVES,TORTUGA MORDEDORA,CHELYDRA ACUTIROSTRIS,NE,No evaluada,False
754,AVES,ZORRO PERRUNO,CERDOCYON THOUS,NE,No evaluada,False
755,MAMIFEROS,TORCAZA,ZENAIDA AURICULATA,NE,No evaluada,False
756,REPTILES,TÓRTOLA,COLUMBINA TALPACOTI,NE,No evaluada,False
757,MAMIFEROS,TÓRTOLA,COLUMBINA TALPACOTI,NE,No evaluada,False
758,MAMIFEROS,TORTUGA ICOTEA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
759,AVES,TORTUGA ICOTEA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
760,MAMIFEROS,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,NE,No evaluada,False
761,AVES,TORTUGA MORROCOY,CHELONOIDIS CARBONARIA,NE,No evaluada,False
762,AVES,PERRO DE MONTE,POTOS FLAVUS,NE,No evaluada,False
763,AVES,ARMADILLO,DASYPUS NOVEMCINCTUS,NE,No evaluada,False
764,AVES,CAZADORA CARACOLERA,DIPSAS SANCTIJOANNIS,NE,No evaluada,False
765,REPTILES,ZARIGÜEYA,DIDELPHIS MARSUPIALIS,NE,No evaluada,False
766,AVES,IGUANA,IGUANA IGUANA,NE,No evaluada,False
767,AVES,SERPIENTE OJO DE GATO,IMANTODES CENCHOA,NE,No evaluada,False
768,REPTILES,ARDILLA,NOTOSCIURUS GRANATENSIS,NE,No evaluada,False
769,MAMIFEROS,GAVILAN CAMINERO,RUPORNIS MAGNIROSTRIS,NE,No evaluada,False
770,MAMIFEROS,TORTUGA TAPACULO,KINOSTERNON LEUCOSTOMUM,NE,No evaluada,False
771,REPTILES,BIEN PARADO,NYCTIBIUS GRISEUS,NE,No evaluada,False
772,MAMIFEROS,VENADO SOCHE,MAZAMA RUFINA,NE,No evaluada,False
773,MAMIFEROS,ARROYERA DE COLA NEGRA,DRYMARCHON MELANURUS,NE,No evaluada,False
774,MAMIFEROS,PISINGO,DENDROCYGNA AUTUMNALIS,NE,No evaluada,False
775,REPTILES,PISINGO,DENDROCYGNA AUTUMNALIS,NE,No evaluada,False
776,AVES,TORTUGA TAPACULO,KINOSTERNON LEUCOSTOMUN,NE,No evaluada,False
777,AVES,CHIGUIRO,HYDROCHOERUS HYDROCHAERIS,NE,No evaluada,False
778,MAMIFEROS,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,NE,No evaluada,False
779,ANFIBIOS,COTORRA CABECIAZUL,PIONUS MENSTRUUS RUBRIGULARIS,NE,No evaluada,False
780,MAMIFEROS,GARZA BUEYERA,BUBULCUS IBIS,NE,No evaluada,False
781,MAMIFEROS,CERNICALO,FALCO SPARVERIUS,NE,No evaluada,False
782,MAMIFEROS,MIRLA COMUN,TURDUS IGNOBILIS,NE,No evaluada,False
783,MAMIFEROS,LORA CACHETIAMARILLA,AMAZONA AMAZONICA,NE,No evaluada,False
784,REPTILES,PERRO DE MONTE,POTOS FLAVUS,NE,No evaluada,False
785,MAMIFEROS,BICHUFUE,PITANGUS SULPHURATUS,NE,No evaluada,False
786,REPTILES,GUACAMAYA ENANA,ARA SEVERUS,NE,No evaluada,False
787,MAMIFEROS,CHILACOA,ARAMIDES CAJANEUS,NE,No evaluada,False
788,REPTILES,TINGUA,PORPHYRIO MARTINICA,NE,No evaluada,False
789,REPTILES,HORMIGUERO,TAMANDUA MEXICANA,NE,No evaluada,False
790,MAMIFEROS,CULEBRA PERICO VERDE,LEPTOPHIS AHAETULLA,NE,No evaluada,False
791,REPTILES,ZORRO,CERDOCYON THOUS,NE,No evaluada,False
792,REPTILES,COTORRA CABECIAZUL,PIONUS MENSTRUUS,NE,No evaluada,False
793,AVES,TORTUGA TAPA CULO,KINOSTERNON LEUCOSTOMUM,NE,No evaluada,False
794,AVES,TORTUGA CHARAPA,PODOCNEMIS UNIFILIS,NE,No evaluada,False
795,REPTILES,TÓRTOLA,ZENAIDA AURICULATA,NE,No evaluada,False
796,MAMIFEROS,GALLINAZO,CORAGYPS ATRATUS,NE,No evaluada,False
797,MAMIFEROS,COTORRA NEGRA,PIONUS CHALCOPTERUS,NE,No evaluada,False
798,REPTILES,LORA FRENTIAMARILLA,AMAZONA OCHROCEPHALA,NE,No evaluada,False
799,REPTILES,LORA CACHETIAMARILLA,AMAZONA AMAZONICA,NE,No evaluada,False
800,MAMIFEROS,IBIS COQUITO,PHIMOSUS INFUSCATUS,NE,No evaluada,False
801,MAMIFEROS,PERICO CASCABELITO,FORPUS CONSPICILLATUS,NE,No evaluada,False
802,REPTILES,PERICO CASCABELITO,FORPUS CONSPICILLATUS,NE,No evaluada,False
803,MAMIFEROS,CANARIO SILVESTRE,SICALIS FLAVEOLA,NE,No evaluada,False
804,AVES,ERIZO AFRICANO,ATELERIX ALBIVENTRIS,NE,No evaluada,False
805,REPTILES,POLLA AZUL,PORPHYRIO MARTINICUS,NE,No evaluada,False
806,MAMIFEROS,TORTUGA MORROCOY,CHELONOIDES CARBONARIA,NE,No evaluada,False
807,MAMIFEROS,GUACHARO,STEATORNIS CARIPENSIS,NE,No evaluada,False
808,MAMIFEROS,BUHO CURRUCUTU,MEGASCOPS CHOLIBA,NE,No evaluada,False
809,MAMIFEROS,TORTUGA CHARAPA,PODOCNEMIS UNIFILIS,NE,No evaluada,False
810,MAMIFEROS,GARRAPATERO,MILVAGO CHIMACHIMA,NE,No evaluada,False
811,MAMIFEROS,GUACAMAYA ALAS VERDES,ARA CHLOROPTERUS,NE,No evaluada,False
812,MAMIFEROS,DIAMANTE BABERO,POEPHILA ACUTICAUDA,NE,No evaluada,False
813,REPTILES,TANTILLA,TANTILLA LONGIFRONTALIS,NE,No evaluada,False
814,AVES,ANOLIS,ANOLIS FRASERI,NE,No evaluada,False
815,REPTILES,PITON BOLA,PYTHON REGIUS,NE,No evaluada,False
816,AVES,LORA FRENTIAMARILLA,AMAZONA OCHOCEPHALA,NE,No evaluada,False
817,AVES,GARZA NOCTURNA,NYCTICORAX NYCTICORAX,NE,No evaluada,False
818,AVES,MOSQUITERO,EMPIDONAX VIRESCENS,NE,No evaluada,False
819,AVES,MIELERO COMUN,COEREBA FLAVEOLA,NE,No evaluada,False
820,AVES,CARPINTERO,COLAPTES RUBIGINOSUS,NE,No evaluada,False
821,AVES,CARPINTERO REAL,DRYOCOPUS LINEATUS,NE,No evaluada,False
822,AVES,POLLA DEL AGUA,PORPHYRIO MARTINICA,NE,No evaluada,False
823,REPTILES,CAZADORA,MASTIGODRYAS PLEEI,NE,No evaluada,False
824,REPTILES,FALSA CORAL,LAMPROPELTIS MICROPHOLIS,NE,No evaluada,False
825,MAMIFEROS,ERIZO,ATELERIX ALBIVENTRIS,NE,No evaluada,False
826,AVES,CARPINTERO,DRYOCOPUES LINAOTUS,NE,No evaluada,False
827,AVES,LORA CABEZIAMARILLA,AMAZONA OCHROCEPHALA,NE,No evaluada,False
828,AVES,TURPIAL TOCHE,ICTERUS CHRYSOTER,NE,No evaluada,False
829,AVES,LORA FRENTIAMARAILLA,AMAZONA OCHROCEPHALA,NE,No evaluada,False
830,REPTILES,TORTUGA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
831,AVES,COTORRA CARISUCIA,EUPSITTULA PERTINAX,NE,No evaluada,False
832,AVES,PASSERIFORME,PASSERIFORMES,NE,No evaluada,False
833,MAMIFEROS,PASSERIFORME,PASSERIFORMES,NE,No evaluada,False
834,AVES,BUHO ANTEOJOS,PULSATRIX PERSPILLATA,NE,No evaluada,False
835,AVES,GARZA BLANCA,BUBULCUS IBIS,NE,No evaluada,False
836,AVES,GUAMAMAYA AZUL,ARA ARARAUNA,NE,No evaluada,False
837,AVES,COLIBRI,GLAUCIS HIRSUTUS,NE,No evaluada,False
838,AVES,BIGOTUDO,MALACOPTILA PANAMENSIS,NE,No evaluada,False
839,AVES,GALLINA CIEGA,NYCTIDROMUS ALBICOLLIS,NE,No evaluada,False
840,REPTILES,CAZADORA,CHIRONIUS MONTICULA,NE,No evaluada,False
841,AVES,LORO CABEZA AZUL,PIONUS MESTRUUS,NE,No evaluada,False
842,MAMIFEROS,ZARIGÜEYA,DIDELPHIS MARUPIALIS,NE,No evaluada,False
843,AVES,BUHO DE ANTEOJOS,PULSATRIX PERSPILATA,NE,No evaluada,False
844,REPTILES,CULEBRA CORDELILLA,IMANTODES CENCHOA,NE,No evaluada,False
845,MAMIFEROS,ARDILLLA,NOTOSCIURUS GRANATENSIS,NE,No evaluada,False
846,AVES,PERICO HUILENSE,FORPUS CONSPICILLATUS,NE,No evaluada,False
847,AVES,GAVILAN POLLERO,RUPORNIS MAGNIROSTRIS,NE,No evaluada,False
848,MAMIFEROS,ZORRO-PERRO,CERDOCYON THOUS,NE,No evaluada,False
849,AVES,BARRANQUERO ANDINO,MOMOTUS AEQUATORIALIS,NE,No evaluada,False
850,AVES,LORA CABECIAMARILLA,AMAZONA AMAZONICA,NE,No evaluada,False
851,REPTILES,TORRTUGA ICOTEA,TRACHEMYS CALLIROSTRIS,NE,No evaluada,False
852,AVES,GAVILAN  GARRAPATERO,MILVAGO CHIMACHIMA,NE,No evaluada,False
853,AVES,CHAMON COMÙN,MOLOTHRUS BONARIENSIS,NE,No evaluada,False
854,MAMIFEROS,ZARIGÜEYA,CHIRONECTES MINIMUS,NE,No evaluada,False
855,AVES,TÓRTOLA,ZENAIDA OURICULATA,NE,No evaluada,False
856,AVES,GAVILAN,RUPORNIS MAGNIROSTRIS,NE,No evaluada,False
857,AVES,COLIBRI,FLORISUGA MELLIVORA,NE,No evaluada,False
858,AVES,TUCANETA,AULACORHYNCHUS HAEMATOPYGUS,NE,No evaluada,False
859,MAMIFEROS,PEREZOS DE DOS DEDOS,CHOLOEPUS HOFFMANNI,NE,No evaluada,False
860,AVES,TORTAZA,COLUMBINA TALPACOTI,NE,No evaluada,False
861,REPTILES,SABANERA,MASTIGODRYAS PLEEI,NE,No evaluada,False
862,REPTILES,CAZADORA,IMANTODES CENCHOA,NE,No evaluada,False
863,MAMIFEROS,MARMOSA,MARMOSA,NE,No evaluada,False
864,REPTILES,CORAL,MICRURUS DUMERILII,NE,No evaluada,False
865,REPTILES,SERPIENTE CAZADORA,CHIRONIUS MONTICULA,NE,No evaluada,False
866,AVES,PASSERIFORMES,PASSERIFORMES,NE,No evaluada,False
867,REPTILES,TORTUGA KINOSTERNON,KINOSTERNON LEUCOSTOMUM,NE,No evaluada,False
868,AVES,CARPINTERO HABADO,MELANERPES RUBRICAPILLUS,NE,No evaluada,False
869,AVES,MIELERO VERDE,CHLOROPHANES SPIZA,NE,No evaluada,False
870,AVES,CHOTACABRA,CICCABA ALBICOLLIS,NE,No evaluada,False
871,MAMIFEROS,MAPACHE,PROCYON SP.,NE,No evaluada,False
872,AVES,ASOMA,RAMPHOCELUS FLAMMIGERUS,NE,No evaluada,False
873,MAMIFEROS,MURCIELAGO,LASIURUS BLOSSEVILLII,NE,No evaluada,False
874,MAMIFEROS,GUATIN,DASYPROCTA PUNTACTA,NE,No evaluada,False
875,AVES,CARPINTERO BUCHIPECOSO,COLAPTES PUNCTIGULA,NE,No evaluada,False
876,AVES,CUCO ARDILLA,PIAYA CAYANA,NE,No evaluada,False
877,AVES,LORA CABEZA AZUL,PIONUS MENSTRUUS,NE,No evaluada,False
878,REPTILES,CAMALEON VELADO,CHAMAELEO CALYPTRATUS,NE,No evaluada,False
879,AVES,COTORRA CABECIAZUL,DIDELPHIS MARSUPIALIS,NE,No evaluada,False
880,AVES,MIRLA,MIMUS GILVUS,NE,No evaluada,False
881,MAMIFEROS,VENADO COLA BLANCA,ODOCOILEUS VIRGINIANUS,NE,No evaluada,False
882,AVES,GUACAMAYA ALIVERDE,ARA CHLOROPTERUS,NE,No evaluada,False
883,AVES,VIBORA DE SANGRE,CLELIA CLELIA,NE,No evaluada,False
884,MAMIFEROS,ZORRO CAÑERO,CERDOCYON THOUS,NE,No evaluada,False
885,MAMIFEROS,PERESOZO DE DOS DEDOS,CHOLOEPUS HOFFMANNI,NE,No evaluada,False
886,AVES,ZORSAL,CATHARUS USTULATUS,NE,No evaluada,False
887,REPTILES,SERPIENTE CARACOLERA,DIPSAS SANCTICJOANNIS,NE,No evaluada,False
888,AVES,COTORRA CABECIAZUL,PIONUS MENSTRUS,NE,No evaluada,False
889,AVES,MIELERO,CHLOROPHANES SPIZA,NE,No evaluada,False
890,REPTILES,TORTUGA MORROCOY,CHELONOIDS CARBONARA,NE,No evaluada,False
891,AVES,GUARDA CAMINOS,DENDROPHIDION BIVITTATUS,NE,No evaluada,False
892,AVES,TORCASA,LEPTOTILA VERREAUXI,NE,No evaluada,False
893,AVES,TURPIAL,ICTERUS SPURIUS,NE,No evaluada,False
894,REPTILES,TORTUGA MORROCOY,CHELONIDIS CARBONARIA,NE,No evaluada,False
895,AVES,LORA CACHETE AMARILLA,AMAZONA AMAZONICA,NE,No evaluada,False
896,REPTILES,SERPIENTE OJO DE GATO,LEPTODEIRA SEPTENTRIONALIS,NE,No evaluada,False
897,AVES,GUACAMAYA MILITAR,ARA MILITARIS,NE,No evaluada,False
898,MAMIFEROS,PEREZOSO,CHOLOEPUS HOFFMANNI,NE,No evaluada,False
899,MAMIFEROS,ARMADILLO,DASYPUS NOVEMANCTUS,NE,No evaluada,False
900,REPTILES,CULEBRA PICO VERDE,LEPTOPHIS AHAETULLA,NE,No evaluada,False
901,REPTILES,VIBORA DE SANGRE,CLELIA CLELIA,NE,No evaluada,False
902,MAMIFEROS,GUATINES,DASYPROCTA PUNCTATA,NE,No evaluada,False
903,AVES,CUCARACHERO,TROFLODYTES AEDON,NE,No evaluada,False
